98115,46518
98103,45596
98133,44135
98118,43607
98125,38584
98105,35285
98168,34234
98198,33304
98155,33038
98117,31444
98122,31199
98144,28109
98146,26102
98178,24492
98106,24414
98188,24073
98116,23045
98102,22603
98108,21873
98107,21826
98109,21398
98112,20898
98166,20649
98199,20645
98119,20320
98126,19863
98177,19090
98136,14913
98121,12552
98101,11117
98104,10347
98148,9942
98134,306
98164,178
